"state_alpha2","year","race","mu","dimension"
"RI","1973","all",0.450762338039055,"anxiety"
"SC","1973","all",0.492462748303657,"anxiety"
"SD","1973","all",0.416837177736371,"anxiety"
"TN","1973","all",0.499670289771259,"anxiety"
"TX","1973","all",0.486681077236282,"anxiety"
"UT","1973","all",0.410597816808489,"anxiety"
"VT","1973","all",0.447416782046809,"anxiety"
"VA","1973","all",0.483509281683777,"anxiety"
"WA","1973","all",0.438758037378236,"anxiety"
"WV","1973","all",0.475758291036274,"anxiety"
"WI","1973","all",0.444866459737375,"anxiety"
"WY","1973","all",0.411102382025259,"anxiety"
"all","1973","all",0.462718295647929,"anxiety"
"AL","1974","all",0.513360373737038,"anxiety"
"AK","1974","all",0.452514113679678,"anxiety"
"AZ","1974","all",0.414649967101637,"anxiety"
"AR","1974","all",0.494814355930683,"anxiety"
"CA","1974","all",0.445874112157707,"anxiety"
"CO","1974","all",0.410215174132162,"anxiety"
"CT","1974","all",0.453121147087984,"anxiety"
"DE","1974","all",0.486113203370049,"anxiety"
"DC","1974","all",0.545781728928344,"anxiety"
"FL","1974","all",0.48309382353773,"anxiety"
"GA","1974","all",0.49560428863638,"anxiety"
"HI","1974","all",0.501982517012774,"anxiety"
"ID","1974","all",0.409430594639559,"anxiety"
"IL","1974","all",0.461959782750517,"anxiety"
"IN","1974","all",0.453228938032444,"anxiety"
"IA","1974","all",0.415735217586968,"anxiety"
"KS","1974","all",0.42089818444324,"anxiety"
"KY","1974","all",0.492957825882148,"anxiety"
"LA","1974","all",0.507858697315101,"anxiety"
"ME","1974","all",0.448894268391048,"anxiety"
"MD","1974","all",0.490486894750272,"anxiety"
"MA","1974","all",0.451136891042589,"anxiety"
"MI","1974","all",0.461316617931483,"anxiety"
"MN","1974","all",0.413213181374146,"anxiety"
"MS","1974","all",0.521680592031723,"anxiety"
"MO","1974","all",0.428766507838784,"anxiety"
"MT","1974","all",0.410208571688323,"anxiety"
"NE","1974","all",0.417819265449534,"anxiety"
"NV","1974","all",0.41986996222229,"anxiety"
"NH","1974","all",0.447071476458509,"anxiety"
"NJ","1974","all",0.46856911247155,"anxiety"
"NM","1974","all",0.416500775555376,"anxiety"
"NY","1974","all",0.470674923529781,"anxiety"
"NC","1974","all",0.492555070043521,"anxiety"
"ND","1974","all",0.411677929420623,"anxiety"
"OH","1974","all",0.457452276847629,"anxiety"
"OK","1974","all",0.486817570795151,"anxiety"
"OR","1974","all",0.434889458038494,"anxiety"
"PA","1974","all",0.46795375395935,"anxiety"
"RI","1974","all",0.449910887960033,"anxiety"
"SC","1974","all",0.499195157692409,"anxiety"
"SD","1974","all",0.415408800057555,"anxiety"
"TN","1974","all",0.50243462688782,"anxiety"
"TX","1974","all",0.4884882982198,"anxiety"
"UT","1974","all",0.409215880259193,"anxiety"
"VT","1974","all",0.445916688007198,"anxiety"
"VA","1974","all",0.487088841841098,"anxiety"
"WA","1974","all",0.437827380472369,"anxiety"
"WV","1974","all",0.4754200176773,"anxiety"
"WI","1974","all",0.44435264828434,"anxiety"
"WY","1974","all",0.409851551387694,"anxiety"
"all","1974","all",0.464292784715358,"anxiety"
"AL","1975","all",0.515644145239244,"anxiety"
"AK","1975","all",0.460922794414593,"anxiety"
"AZ","1975","all",0.422865031454932,"anxiety"
"AR","1975","all",0.499393188969652,"anxiety"
"CA","1975","all",0.453237870563864,"anxiety"
"CO","1975","all",0.417978403013826,"anxiety"
"CT","1975","all",0.460427882154918,"anxiety"
"DE","1975","all",0.491332790159866,"anxiety"
"DC","1975","all",0.535138589503959,"anxiety"
"FL","1975","all",0.488569041131681,"anxiety"
"GA","1975","all",0.497815167797318,"anxiety"
"HI","1975","all",0.511914832308237,"anxiety"
"ID","1975","all",0.418046628675926,"anxiety"
"IL","1975","all",0.467845478138075,"anxiety"
"IN","1975","all",0.46055635366073,"anxiety"
"IA","1975","all",0.424239009302758,"anxiety"
"KS","1975","all",0.428323822821058,"anxiety"
"KY","1975","all",0.50020273177098,"anxiety"
"LA","1975","all",0.508943088151928,"anxiety"
"ME","1975","all",0.457916726691335,"anxiety"
"MD","1975","all",0.494555462269568,"anxiety"
"MA","1975","all",0.459117066231668,"anxiety"
"MI","1975","all",0.467463412851763,"anxiety"
"MN","1975","all",0.421768094493183,"anxiety"
"MS","1975","all",0.521286260768991,"anxiety"
"MO","1975","all",0.435081062816879,"anxiety"
"MT","1975","all",0.41907897424409,"anxiety"
"NE","1975","all",0.425847268457301,"anxiety"
"NV","1975","all",0.427575276333299,"anxiety"
"NH","1975","all",0.45586604733583,"anxiety"
"NJ","1975","all",0.474853864803477,"anxiety"
"NM","1975","all",0.425239899631852,"anxiety"
"NY","1975","all",0.476638723095261,"anxiety"
"NC","1975","all",0.495737310865001,"anxiety"
"ND","1975","all",0.420454671360855,"anxiety"
"OH","1975","all",0.464086516000564,"anxiety"
"OK","1975","all",0.494357024791077,"anxiety"
"OR","1975","all",0.443504828445606,"anxiety"
"PA","1975","all",0.474667385697757,"anxiety"
"RI","1975","all",0.458144671293843,"anxiety"
"SC","1975","all",0.500379470219404,"anxiety"
"SD","1975","all",0.424392341612867,"anxiety"
"TN","1975","all",0.507390306040729,"anxiety"
"TX","1975","all",0.494188339378896,"anxiety"
"UT","1975","all",0.417828755460064,"anxiety"
"VT","1975","all",0.454768320312223,"anxiety"
"VA","1975","all",0.491015174901019,"anxiety"
"WA","1975","all",0.446274894013852,"anxiety"
"WV","1975","all",0.483558769562739,"anxiety"
"WI","1975","all",0.45271775321331,"anxiety"
"WY","1975","all",0.418417447854153,"anxiety"
"all","1975","all",0.470446322873172,"anxiety"
"AL","1976","all",0.502629050333118,"anxiety"
"AK","1976","all",0.449638867986085,"anxiety"
"AZ","1976","all",0.413232691692267,"anxiety"
"AR","1976","all",0.487829257974564,"anxiety"
"CA","1976","all",0.442825818550865,"anxiety"
"CO","1976","all",0.408584647166441,"anxiety"
"CT","1976","all",0.450619334986486,"anxiety"
"DE","1976","all",0.480123312083141,"anxiety"
"DC","1976","all",0.513692234949565,"anxiety"
"FL","1976","all",0.477534168022969,"anxiety"
"GA","1976","all",0.484749897474378,"anxiety"
"HI","1976","all",0.494128986569294,"anxiety"
"ID","1976","all",0.409205873442332,"anxiety"
"IL","1976","all",0.457200833974552,"anxiety"
"IN","1976","all",0.450920028397912,"anxiety"
"IA","1976","all",0.415501286758334,"anxiety"
"KS","1976","all",0.418773433862325,"anxiety"
"KY","1976","all",0.490382257203429,"anxiety"
"LA","1976","all",0.495165408095833,"anxiety"
"ME","1976","all",0.44928320207864,"anxiety"
"MD","1976","all",0.482507993417054,"anxiety"
"MA","1976","all",0.449654939230453,"anxiety"
"MI","1976","all",0.457070214433339,"anxiety"
"MN","1976","all",0.412990748842349,"anxiety"
"MS","1976","all",0.506583368551909,"anxiety"
"MO","1976","all",0.424983502408824,"anxiety"
"MT","1976","all",0.410148442394245,"anxiety"
"NE","1976","all",0.416704996403265,"anxiety"
"NV","1976","all",0.417940710599206,"anxiety"
"NH","1976","all",0.447057175241085,"anxiety"
"NJ","1976","all",0.464352990937394,"anxiety"
"NM","1976","all",0.41556594120275,"anxiety"
"NY","1976","all",0.46585970694658,"anxiety"
"NC","1976","all",0.483176717148861,"anxiety"
"ND","1976","all",0.411648144757439,"anxiety"
"OH","1976","all",0.454018768725327,"anxiety"
"OK","1976","all",0.484011160482713,"anxiety"
"OR","1976","all",0.434426141659041,"anxiety"
"PA","1976","all",0.464513458678697,"anxiety"
"RI","1976","all",0.448883458614786,"anxiety"
"SC","1976","all",0.486675248960279,"anxiety"
"SD","1976","all",0.415397448905562,"anxiety"
"TN","1976","all",0.496064068064421,"anxiety"
"TX","1976","all",0.483183776979835,"anxiety"
"UT","1976","all",0.408893473471678,"anxiety"
"VT","1976","all",0.446003221419327,"anxiety"
"VA","1976","all",0.478906547568307,"anxiety"
"WA","1976","all",0.436895865190605,"anxiety"
"WV","1976","all",0.474303053021234,"anxiety"
"WI","1976","all",0.443677240446005,"anxiety"
"WY","1976","all",0.409575146572262,"anxiety"
"all","1976","all",0.459782886157284,"anxiety"
"AL","1977","all",0.54426281636144,"anxiety"
"AK","1977","all",0.492678955807806,"anxiety"
"AZ","1977","all",0.456464755027307,"anxiety"
"AR","1977","all",0.530616940059047,"anxiety"
"CA","1977","all",0.486036110700458,"anxiety"
"CO","1977","all",0.45164045003614,"anxiety"
"CT","1977","all",0.494204655263364,"anxiety"
"DE","1977","all",0.523053093882852,"anxiety"
"DC","1977","all",0.549109413799415,"anxiety"
"FL","1977","all",0.520616835955842,"anxiety"
"GA","1977","all",0.526425474011261,"anxiety"
"HI","1977","all",0.534416612034602,"anxiety"
"ID","1977","all",0.452817535025357,"anxiety"
"IL","1977","all",0.500042624546964,"anxiety"
"IN","1977","all",0.494634511544334,"anxiety"
"IA","1977","all",0.459320742549242,"anxiety"
"KS","1977","all",0.46193518419316,"anxiety"
"KY","1977","all",0.534390724830501,"anxiety"
"LA","1977","all",0.536348215685149,"anxiety"
"ME","1977","all",0.493914511383415,"anxiety"
"MD","1977","all",0.524768057743209,"anxiety"
"MA","1977","all",0.493513060000661,"anxiety"
"MI","1977","all",0.500156444359198,"anxiety"
"MN","1977","all",0.456685650149142,"anxiety"
"MS","1977","all",0.547066012407136,"anxiety"
"MO","1977","all",0.467858145882497,"anxiety"
"MT","1977","all",0.453779655139155,"anxiety"
"NE","1977","all",0.460192642512445,"anxiety"
"NV","1977","all",0.461236504169761,"anxiety"
"NH","1977","all",0.491439821811887,"anxiety"
"NJ","1977","all",0.507565593397777,"anxiety"
"NM","1977","all",0.458920369020656,"anxiety"
"NY","1977","all",0.508898854271683,"anxiety"
"NC","1977","all",0.525241767615643,"anxiety"
"ND","1977","all",0.455387940687602,"anxiety"
"OH","1977","all",0.497353088539985,"anxiety"
"OK","1977","all",0.527716134639417,"anxiety"
"OR","1977","all",0.4784352338893,"anxiety"
"PA","1977","all",0.508053842824152,"anxiety"
"RI","1977","all",0.49297839438605,"anxiety"
"SC","1977","all",0.52792861979087,"anxiety"
"SD","1977","all",0.45916265010644,"anxiety"
"TN","1977","all",0.538919083021569,"anxiety"
"TX","1977","all",0.526283751845362,"anxiety"
"UT","1977","all",0.452417848035647,"anxiety"
"VT","1977","all",0.490410588159926,"anxiety"
"VA","1977","all",0.521189962819964,"anxiety"
"WA","1977","all",0.480742200169366,"anxiety"
"WV","1977","all",0.518716223468088,"anxiety"
"WI","1977","all",0.487813785179774,"anxiety"
"WY","1977","all",0.453207867728639,"anxiety"
"all","1977","all",0.502842184066653,"anxiety"
"AL","1978","all",0.504219784782147,"anxiety"
"AK","1978","all",0.444625655180961,"anxiety"
"AZ","1978","all",0.405443402773968,"anxiety"
"AR","1978","all",0.48465886742854,"anxiety"
"CA","1978","all",0.437687297455513,"anxiety"
"CO","1978","all",0.399857863634059,"anxiety"
"CT","1978","all",0.442804760601223,"anxiety"
"DE","1978","all",0.477182417719172,"anxiety"
"DC","1978","all",0.538199929941031,"anxiety"
"FL","1978","all",0.473048247295519,"anxiety"
"GA","1978","all",0.487266512765103,"anxiety"
"HI","1978","all",0.498811177463142,"anxiety"
"ID","1978","all",0.398948039670606,"anxiety"
"IL","1978","all",0.453893114355432,"anxiety"
"IN","1978","all",0.444000498148061,"anxiety"
"IA","1978","all",0.405583653960346,"anxiety"
"KS","1978","all",0.410762731643062,"anxiety"
"KY","1978","all",0.483341196629569,"anxiety"
"LA","1978","all",0.499080541931436,"anxiety"
"ME","1978","all",0.438788118653823,"anxiety"
"MD","1978","all",0.483436747692873,"anxiety"
"MA","1978","all",0.440461132788639,"anxiety"
"MI","1978","all",0.453007147740726,"anxiety"
"MN","1978","all",0.403099846877418,"anxiety"
"MS","1978","all",0.512665845233535,"anxiety"
"MO","1978","all",0.419774408219293,"anxiety"
"MT","1978","all",0.400688053612761,"anxiety"
"NE","1978","all",0.407403124433373,"anxiety"
"NV","1978","all",0.411411056043971,"anxiety"
"NH","1978","all",0.436286716344907,"anxiety"
"NJ","1978","all",0.459853978867563,"anxiety"
"NM","1978","all",0.40823737205722,"anxiety"
"NY","1978","all",0.462336642588308,"anxiety"
"NC","1978","all",0.483695409664517,"anxiety"
"ND","1978","all",0.401798184512789,"anxiety"
"OH","1978","all",0.448359886361042,"anxiety"
"OK","1978","all",0.477681497226263,"anxiety"
"OR","1978","all",0.424790835515377,"anxiety"
"PA","1978","all",0.45802695149831,"anxiety"
"RI","1978","all",0.439391467295607,"anxiety"
"SC","1978","all",0.490971675107846,"anxiety"
"SD","1978","all",0.406246130573708,"anxiety"
"TN","1978","all",0.492959487100078,"anxiety"
"TX","1978","all",0.47859044247416,"anxiety"
"UT","1978","all",0.399223138152937,"anxiety"
"VT","1978","all",0.43512984073649,"anxiety"
"VA","1978","all",0.477679405847686,"anxiety"
"WA","1978","all",0.428239946439385,"anxiety"
"WV","1978","all",0.465340252441908,"anxiety"
"WI","1978","all",0.434904767943193,"anxiety"
"WY","1978","all",0.39977889743834,"anxiety"
"all","1978","all",0.455217727496786,"anxiety"
"AL","1979","all",0.529251630894145,"anxiety"
"AK","1979","all",0.465594201315135,"anxiety"
"AZ","1979","all",0.423721097214125,"anxiety"
"AR","1979","all",0.506484398741482,"anxiety"
"CA","1979","all",0.458235964616946,"anxiety"
"CO","1979","all",0.417376311323076,"anxiety"
"CT","1979","all",0.461400917641527,"anxiety"
"DE","1979","all",0.499255617144107,"anxiety"
"DC","1979","all",0.578795141107092,"anxiety"
"FL","1979","all",0.493992830002625,"anxiety"
"GA","1979","all",0.513038630937777,"anxiety"
"HI","1979","all",0.52890697169668,"anxiety"
"ID","1979","all",0.415391537231979,"anxiety"
"IL","1979","all",0.475260491009213,"anxiety"
"IN","1979","all",0.462951765380788,"anxiety"
"IA","1979","all",0.422250804565064,"anxiety"
"KS","1979","all",0.428761529054035,"anxiety"
"KY","1979","all",0.502566400453911,"anxiety"
"LA","1979","all",0.525692062852239,"anxiety"
"ME","1979","all",0.45551131789212,"anxiety"
"MD","1979","all",0.508322501030767,"anxiety"
"MA","1979","all",0.458183492730529,"anxiety"
"MI","1979","all",0.473807180681471,"anxiety"
"MN","1979","all",0.419786967358767,"anxiety"
"MS","1979","all",0.54067443081011,"anxiety"
"MO","1979","all",0.439566941763515,"anxiety"
"MT","1979","all",0.417719985824239,"anxiety"
"NE","1979","all",0.424523593744237,"anxiety"
"NV","1979","all",0.430557708600072,"anxiety"
"NH","1979","all",0.452852024532808,"anxiety"
"NJ","1979","all",0.480723419612398,"anxiety"
"NM","1979","all",0.426979987571881,"anxiety"
"NY","1979","all",0.483896179656291,"anxiety"
"NC","1979","all",0.508121572978539,"anxiety"
"ND","1979","all",0.418553809745219,"anxiety"
"OH","1979","all",0.468121597343207,"anxiety"
"OK","1979","all",0.497693066524129,"anxiety"
"OR","1979","all",0.442044769338859,"anxiety"
"PA","1979","all",0.47749773217146,"anxiety"
"RI","1979","all",0.456872869397303,"anxiety"
"SC","1979","all",0.517920446359655,"anxiety"
"SD","1979","all",0.423613630554397,"anxiety"
"TN","1979","all",0.514872488256629,"anxiety"
"TX","1979","all",0.499560585527493,"anxiety"
"UT","1979","all",0.416074361857314,"anxiety"
"VT","1979","all",0.45162165983752,"anxiety"
"VA","1979","all",0.500951895140851,"anxiety"
"WA","1979","all",0.446250765179291,"anxiety"
"WV","1979","all",0.483262370686572,"anxiety"
"WI","1979","all",0.452683546996453,"anxiety"
"WY","1979","all",0.416495897360394,"anxiety"
"all","1979","all",0.475988923635079,"anxiety"
"AL","1980","all",0.559366526183236,"anxiety"
"AK","1980","all",0.49747962022226,"anxiety"
"AZ","1980","all",0.455982816643878,"anxiety"
"AR","1980","all",0.537847789536439,"anxiety"
"CA","1980","all",0.490334905682789,"anxiety"
"CO","1980","all",0.449526798988158,"anxiety"
"CT","1980","all",0.493831262295142,"anxiety"
"DE","1980","all",0.530866402877467,"anxiety"
"DC","1980","all",0.602247714786644,"anxiety"
"FL","1980","all",0.525731168046644,"anxiety"
"GA","1980","all",0.543235391418491,"anxiety"
"HI","1980","all",0.558095359689891,"anxiety"
"ID","1980","all",0.448066465550981,"anxiety"
"IL","1980","all",0.506858116551681,"anxiety"
"IN","1980","all",0.495451384146835,"anxiety"
"IA","1980","all",0.455069694164169,"anxiety"
"KS","1980","all",0.460895353115792,"anxiety"
"KY","1980","all",0.535272342090053,"anxiety"
"LA","1980","all",0.555295688909485,"anxiety"
"ME","1980","all",0.488995307461002,"anxiety"
"MD","1980","all",0.539290173810023,"anxiety"
"MA","1980","all",0.490917126462647,"anxiety"
"MI","1980","all",0.50562220383414,"anxiety"
"MN","1980","all",0.452515777785453,"anxiety"
"MS","1980","all",0.569489890617277,"anxiety"
"MO","1980","all",0.471324033166685,"anxiety"
"MT","1980","all",0.450412862564759,"anxiety"
"NE","1980","all",0.45699895526214,"anxiety"
"NV","1980","all",0.462813040237982,"anxiety"
"NH","1980","all",0.486124031139571,"anxiety"
"NJ","1980","all",0.51270095313731,"anxiety"
"NM","1980","all",0.459370893211192,"anxiety"
"NY","1980","all",0.515701533290939,"anxiety"
"NC","1980","all",0.53874198719509,"anxiety"
"ND","1980","all",0.451333165009504,"anxiety"
"OH","1980","all",0.500217245593148,"anxiety"
"OK","1980","all",0.530162763507037,"anxiety"
"OR","1980","all",0.474990711823122,"anxiety"
"PA","1980","all",0.509773599163774,"anxiety"
"RI","1980","all",0.489818761489524,"anxiety"
"SC","1980","all",0.547626907886389,"anxiety"
"SD","1980","all",0.456421669015781,"anxiety"
"TN","1980","all",0.546343434779914,"anxiety"
"TX","1980","all",0.531335470002287,"anxiety"
"UT","1980","all",0.448677356035296,"anxiety"
"VT","1980","all",0.484922484588884,"anxiety"
"VA","1980","all",0.531866265115523,"anxiety"
"WA","1980","all",0.479028985313022,"anxiety"
"WV","1980","all",0.516429418432181,"anxiety"
"WI","1980","all",0.485684506841723,"anxiety"
"WY","1980","all",0.449174078928941,"anxiety"
"all","1980","all",0.50781073561681,"anxiety"
"AL","1981","all",0.597542137931055,"anxiety"
"AK","1981","all",0.537526082037021,"anxiety"
"AZ","1981","all",0.498031249484771,"anxiety"
"AR","1981","all",0.577729328065021,"anxiety"
"CA","1981","all",0.532471450505015,"anxiety"
"CO","1981","all",0.49122649967589,"anxiety"
"CT","1981","all",0.535109321992643,"anxiety"
"DE","1981","all",0.570735624355876,"anxiety"
"DC","1981","all",0.633294345726344,"anxiety"
"FL","1981","all",0.565979477967272,"anxiety"
"GA","1981","all",0.581801985709484,"anxiety"
"HI","1981","all",0.593013952789513,"anxiety"
"ID","1981","all",0.490119966586577,"anxiety"
"IL","1981","all",0.546940379018739,"anxiety"
"IN","1981","all",0.536492884027912,"anxiety"
"IA","1981","all",0.496900231615191,"anxiety"
"KS","1981","all",0.502117375526052,"anxiety"
"KY","1981","all",0.576201284750948,"anxiety"
"LA","1981","all",0.593407682007302,"anxiety"
"ME","1981","all",0.530974808031601,"anxiety"
"MD","1981","all",0.578250364879725,"anxiety"
"MA","1981","all",0.532385996372289,"anxiety"
"MI","1981","all",0.545842244611164,"anxiety"
"MN","1981","all",0.494293739436888,"anxiety"
"MS","1981","all",0.606634892651394,"anxiety"
"MO","1981","all",0.511876438534467,"anxiety"
"MT","1981","all",0.492034351630357,"anxiety"
"NE","1981","all",0.498643944902248,"anxiety"
"NV","1981","all",0.504418576510007,"anxiety"
"NH","1981","all",0.527861996817062,"anxiety"
"NJ","1981","all",0.553268515872387,"anxiety"
"NM","1981","all",0.501630404022635,"anxiety"
"NY","1981","all",0.5564641317294,"anxiety"
"NC","1981","all",0.577636074206501,"anxiety"
"ND","1981","all",0.493007570357454,"anxiety"
"OH","1981","all",0.540827348811531,"anxiety"
"OK","1981","all",0.570924909706573,"anxiety"
"OR","1981","all",0.516797894391353,"anxiety"
"PA","1981","all",0.550567880026556,"anxiety"
"RI","1981","all",0.531655748752219,"anxiety"
"SC","1981","all",0.585573512007119,"anxiety"
"SD","1981","all",0.497963146259468,"anxiety"
"TN","1981","all",0.585963372017522,"anxiety"
"TX","1981","all",0.572329728450866,"anxiety"
"UT","1981","all",0.490305530536308,"anxiety"
"VT","1981","all",0.526881802206201,"anxiety"
"VA","1981","all",0.57117271833413,"anxiety"
"WA","1981","all",0.520547974650827,"anxiety"
"WV","1981","all",0.558092505087336,"anxiety"
"WI","1981","all",0.527460637160674,"anxiety"
"WY","1981","all",0.491119785656603,"anxiety"
"all","1981","all",0.54843069873342,"anxiety"
"AL","1982","all",0.595088882000149,"anxiety"
"AK","1982","all",0.538571314660336,"anxiety"
"AZ","1982","all",0.50252495623255,"anxiety"
"AR","1982","all",0.578799008546756,"anxiety"
"CA","1982","all",0.535305781324004,"anxiety"
"CO","1982","all",0.496182937112942,"anxiety"
"CT","1982","all",0.539169669697971,"anxiety"
"DE","1982","all",0.571501163345092,"anxiety"
"DC","1982","all",0.613254546422324,"anxiety"
"FL","1982","all",0.567785131223506,"anxiety"
"GA","1982","all",0.578851218472077,"anxiety"
"HI","1982","all",0.581890162607707,"anxiety"
"ID","1982","all",0.496356977894425,"anxiety"
"IL","1982","all",0.548520175186431,"anxiety"
"IN","1982","all",0.540595032724586,"anxiety"
"IA","1982","all",0.502966097395692,"anxiety"
"KS","1982","all",0.506606156060031,"anxiety"
"KY","1982","all",0.58028352876041,"anxiety"
"LA","1982","all",0.589522965761573,"anxiety"
"ME","1982","all",0.537297695047918,"anxiety"
"MD","1982","all",0.576239605875024,"anxiety"
"MA","1982","all",0.537178008683339,"anxiety"
"MI","1982","all",0.548056028787598,"anxiety"
"MN","1982","all",0.500205900343999,"anxiety"
"MS","1982","all",0.601074867675648,"anxiety"
"MO","1982","all",0.514795643615927,"anxiety"
"MT","1982","all",0.497561818428007,"anxiety"
"NE","1982","all",0.50412754686814,"anxiety"
"NV","1982","all",0.50817635610742,"anxiety"
"NH","1982","all",0.533946714382608,"anxiety"
"NJ","1982","all",0.555343069761907,"anxiety"
"NM","1982","all",0.505903964453189,"anxiety"
"NY","1982","all",0.558140009376805,"anxiety"
"NC","1982","all",0.575945319639941,"anxiety"
"ND","1982","all",0.498807145235791,"anxiety"
"OH","1982","all",0.544032031530546,"anxiety"
"OK","1982","all",0.573833858922599,"anxiety"
"OR","1982","all",0.522320112329255,"anxiety"
"PA","1982","all",0.553960260002658,"anxiety"
"RI","1982","all",0.537023693058835,"anxiety"
"SC","1982","all",0.581345488049643,"anxiety"
"SD","1982","all",0.503234337060246,"anxiety"
"TN","1982","all",0.586955123439358,"anxiety"
"TX","1982","all",0.574410184191963,"anxiety"
"UT","1982","all",0.495886422625931,"anxiety"
"VT","1982","all",0.533218118716383,"anxiety"
"VA","1982","all",0.570456973435859,"anxiety"
"WA","1982","all",0.525198850320693,"anxiety"
"WV","1982","all",0.563542092542663,"anxiety"
"WI","1982","all",0.53286404797519,"anxiety"
"WY","1982","all",0.497158594474511,"anxiety"
"all","1982","all",0.550569130905119,"anxiety"
"AL","1983","all",0.544866084498301,"anxiety"
"AK","1983","all",0.483007332916808,"anxiety"
"AZ","1983","all",0.444874544530028,"anxiety"
"AR","1983","all",0.524028336845795,"anxiety"
"CA","1983","all",0.481301788196193,"anxiety"
"CO","1983","all",0.437308414129886,"anxiety"
"CT","1983","all",0.480598529556221,"anxiety"
"DE","1983","all",0.517093836441009,"anxiety"
"DC","1983","all",0.584180560380389,"anxiety"
"FL","1983","all",0.511852183426638,"anxiety"
"GA","1983","all",0.529377661734675,"anxiety"
"HI","1983","all",0.538703392267352,"anxiety"
"ID","1983","all",0.435375549672704,"anxiety"
"IL","1983","all",0.494024072248493,"anxiety"
"IN","1983","all",0.481990748793185,"anxiety"
"IA","1983","all",0.441642859677412,"anxiety"
"KS","1983","all",0.44759929243782,"anxiety"
"KY","1983","all",0.521859231590478,"anxiety"
"LA","1983","all",0.541676505112649,"anxiety"
"ME","1983","all",0.475093922242525,"anxiety"
"MD","1983","all",0.525915467401251,"anxiety"
"MA","1983","all",0.477221512179578,"anxiety"
"MI","1983","all",0.492365509023459,"anxiety"
"MN","1983","all",0.439246356004523,"anxiety"
"MS","1983","all",0.555204507395039,"anxiety"
"MO","1983","all",0.457787827107204,"anxiety"
"MT","1983","all",0.436991835789696,"anxiety"
"NE","1983","all",0.443815083626868,"anxiety"
"NV","1983","all",0.450849944056063,"anxiety"
"NH","1983","all",0.471696294338385,"anxiety"
"NJ","1983","all",0.499982765563794,"anxiety"
"NM","1983","all",0.449244091621454,"anxiety"
"NY","1983","all",0.504396260078733,"anxiety"
"NC","1983","all",0.524436055646319,"anxiety"
"ND","1983","all",0.437649981301049,"anxiety"
"OH","1983","all",0.486767661732202,"anxiety"
"OK","1983","all",0.516972777105574,"anxiety"
"OR","1983","all",0.461634985311618,"anxiety"
"PA","1983","all",0.496017825827178,"anxiety"
"RI","1983","all",0.476649164211053,"anxiety"
"SC","1983","all",0.533164803674776,"anxiety"
"SD","1983","all",0.44279110564266,"anxiety"
"TN","1983","all",0.532411224440107,"anxiety"
"TX","1983","all",0.519913213558648,"anxiety"
"UT","1983","all",0.435232896052737,"anxiety"
"VT","1983","all",0.471001420679834,"anxiety"
"VA","1983","all",0.517717825540826,"anxiety"
"WA","1983","all",0.465642381609344,"anxiety"
"WV","1983","all",0.503132675110359,"anxiety"
"WI","1983","all",0.472800429278115,"anxiety"
"WY","1983","all",0.43640107892555,"anxiety"
"all","1983","all",0.49512845482055,"anxiety"
"AL","1984","all",0.467126348003578,"anxiety"
"AK","1984","all",0.408709772303344,"anxiety"
"AZ","1984","all",0.374685996557539,"anxiety"
"AR","1984","all",0.449189225185576,"anxiety"
"CA","1984","all",0.408206600474397,"anxiety"
"CO","1984","all",0.368186328355974,"anxiety"
"CT","1984","all",0.409063035272487,"anxiety"
"DE","1984","all",0.442077578345971,"anxiety"
"DC","1984","all",0.492025689576906,"anxiety"
"FL","1984","all",0.43772158752793,"anxiety"
"GA","1984","all",0.451236713608186,"anxiety"
"HI","1984","all",0.452054582628453,"anxiety"
"ID","1984","all",0.367242563272003,"anxiety"
"IL","1984","all",0.420796520300159,"anxiety"
"IN","1984","all",0.410776883365884,"anxiety"
"IA","1984","all",0.373174277876567,"anxiety"
"KS","1984","all",0.37787055386401,"anxiety"
"KY","1984","all",0.449501708601632,"anxiety"
"LA","1984","all",0.462668547299231,"anxiety"
"ME","1984","all",0.405363605461342,"anxiety"
"MD","1984","all",0.44857127275829,"anxiety"
"MA","1984","all",0.406245944261302,"anxiety"
"MI","1984","all",0.419700043269695,"anxiety"
"MN","1984","all",0.370805257812675,"anxiety"
"MS","1984","all",0.474826420943354,"anxiety"
"MO","1984","all",0.386668022126154,"anxiety"
"MT","1984","all",0.368272901543372,"anxiety"
"NE","1984","all",0.374902728845695,"anxiety"
"NV","1984","all",0.379952673509442,"anxiety"
"NH","1984","all",0.401938647567679,"anxiety"
"NJ","1984","all",0.426462724538718,"anxiety"
"NM","1984","all",0.37856190644416,"anxiety"
"NY","1984","all",0.430423802741169,"anxiety"
"NC","1984","all",0.447374578770703,"anxiety"
"ND","1984","all",0.369103319714386,"anxiety"
"OH","1984","all",0.414905598749035,"anxiety"
"OK","1984","all",0.443430922000921,"anxiety"
"OR","1984","all",0.391750848617216,"anxiety"
"PA","1984","all",0.423662707297571,"anxiety"
"RI","1984","all",0.406092315288833,"anxiety"
"SC","1984","all",0.453995827479692,"anxiety"
"SD","1984","all",0.373573712968219,"anxiety"
"TN","1984","all",0.45752500975997,"anxiety"
"TX","1984","all",0.445496286945643,"anxiety"
"UT","1984","all",0.366638660678437,"anxiety"
"VT","1984","all",0.401458061155762,"anxiety"
"VA","1984","all",0.441519859177987,"anxiety"
"WA","1984","all",0.394907743933266,"anxiety"
"WV","1984","all",0.432073173260602,"anxiety"
