"state_alpha2","year","race","mu","dimension"
"LA","2009","all",0.478532101706351,"all"
"ME","2009","all",0.4956584083886,"all"
"MD","2009","all",0.470181857413255,"all"
"MA","2009","all",0.473591182164474,"all"
"MI","2009","all",0.492200549940501,"all"
"MN","2009","all",0.480409279803786,"all"
"MS","2009","all",0.467158309975463,"all"
"MO","2009","all",0.47730480226499,"all"
"MT","2009","all",0.515226932421646,"all"
"NE","2009","all",0.482382495783842,"all"
"NV","2009","all",0.504045786042269,"all"
"NH","2009","all",0.490088226886109,"all"
"NJ","2009","all",0.48352943765497,"all"
"NM","2009","all",0.50265965718221,"all"
"NY","2009","all",0.479447696873917,"all"
"NC","2009","all",0.491735646623132,"all"
"ND","2009","all",0.484497677660021,"all"
"OH","2009","all",0.496824611630343,"all"
"OK","2009","all",0.519811729118118,"all"
"OR","2009","all",0.508332551928304,"all"
"PA","2009","all",0.50167882903227,"all"
"RI","2009","all",0.47938776843769,"all"
"SC","2009","all",0.482714241058185,"all"
"SD","2009","all",0.487445696423055,"all"
"TN","2009","all",0.504904500146245,"all"
"TX","2009","all",0.506879470456721,"all"
"UT","2009","all",0.51205563470666,"all"
"VT","2009","all",0.490128850787992,"all"
"VA","2009","all",0.48873685588338,"all"
"WA","2009","all",0.504232990868352,"all"
"WV","2009","all",0.53935724507966,"all"
"WI","2009","all",0.503312354141707,"all"
"WY","2009","all",0.518790671189819,"all"
"all","2009","all",0.49327119040777,"all"
"AL","2010","all",0.46925560452901,"all"
"AK","2010","all",0.486548875810062,"all"
"AZ","2010","all",0.490403039924259,"all"
"AR","2010","all",0.49895302804866,"all"
"CA","2010","all",0.473706663822986,"all"
"CO","2010","all",0.485900997752063,"all"
"CT","2010","all",0.455841977308731,"all"
"DE","2010","all",0.477677021570557,"all"
"DC","2010","all",0.393164496866053,"all"
"FL","2010","all",0.490033896469157,"all"
"GA","2010","all",0.456134601796066,"all"
"HI","2010","all",0.461904779401402,"all"
"ID","2010","all",0.505734654560487,"all"
"IL","2010","all",0.466370783867804,"all"
"IN","2010","all",0.486978088284861,"all"
"IA","2010","all",0.475527901993344,"all"
"KS","2010","all",0.46562746594491,"all"
"KY","2010","all",0.51051518585563,"all"
"LA","2010","all",0.460942619452048,"all"
"ME","2010","all",0.48482512199187,"all"
"MD","2010","all",0.449575362296173,"all"
"MA","2010","all",0.457277829428598,"all"
"MI","2010","all",0.477005436391704,"all"
"MN","2010","all",0.466511855393913,"all"
"MS","2010","all",0.449199729875828,"all"
"MO","2010","all",0.462945439394951,"all"
"MT","2010","all",0.501488275310951,"all"
"NE","2010","all",0.470681021133566,"all"
"NV","2010","all",0.486656231568879,"all"
"NH","2010","all",0.478225667560616,"all"
"NJ","2010","all",0.465541946036309,"all"
"NM","2010","all",0.48861601274188,"all"
"NY","2010","all",0.460090764107832,"all"
"NC","2010","all",0.474947861948443,"all"
"ND","2010","all",0.471705718299245,"all"
"OH","2010","all",0.48190731835068,"all"
"OK","2010","all",0.50385298977975,"all"
"OR","2010","all",0.495255125506689,"all"
"PA","2010","all",0.486479010747061,"all"
"RI","2010","all",0.46374964389764,"all"
"SC","2010","all",0.465870837197971,"all"
"SD","2010","all",0.471651256296164,"all"
"TN","2010","all",0.490020395674148,"all"
"TX","2010","all",0.491811465440055,"all"
"UT","2010","all",0.498536106992124,"all"
"VT","2010","all",0.479538782808557,"all"
"VA","2010","all",0.471666175332952,"all"
"WA","2010","all",0.488286452750344,"all"
"WV","2010","all",0.52811786623012,"all"
"WI","2010","all",0.489310576274078,"all"
"WY","2010","all",0.506272551993892,"all"
"all","2010","all",0.477164946119207,"all"
"AL","2011","all",0.48196297983457,"all"
"AK","2011","all",0.507982392466713,"all"
"AZ","2011","all",0.506314521484496,"all"
"AR","2011","all",0.51279439730965,"all"
"CA","2011","all",0.495354737323075,"all"
"CO","2011","all",0.501186334093903,"all"
"CT","2011","all",0.469984252964592,"all"
"DE","2011","all",0.4903970280699,"all"
"DC","2011","all",0.409634108658935,"all"
"FL","2011","all",0.503862795020119,"all"
"GA","2011","all",0.471309165011815,"all"
"HI","2011","all",0.495817908757786,"all"
"ID","2011","all",0.518196270304407,"all"
"IL","2011","all",0.481906882302118,"all"
"IN","2011","all",0.500208146222234,"all"
"IA","2011","all",0.488814809722521,"all"
"KS","2011","all",0.479354152647681,"all"
"KY","2011","all",0.522745803669629,"all"
"LA","2011","all",0.474585171511899,"all"
"ME","2011","all",0.495050865806976,"all"
"MD","2011","all",0.465395392164443,"all"
"MA","2011","all",0.472038250280671,"all"
"MI","2011","all",0.490359123920898,"all"
"MN","2011","all",0.479340782818522,"all"
"MS","2011","all",0.462834106004568,"all"
"MO","2011","all",0.475871779481589,"all"
"MT","2011","all",0.515576192429059,"all"
"NE","2011","all",0.483295701783041,"all"
"NV","2011","all",0.502098668478873,"all"
"NH","2011","all",0.491281012096871,"all"
"NJ","2011","all",0.482629981004757,"all"
"NM","2011","all",0.506007050928141,"all"
"NY","2011","all",0.477254200952142,"all"
"NC","2011","all",0.489346165993579,"all"
"ND","2011","all",0.489146780482716,"all"
"OH","2011","all",0.495078217589379,"all"
"OK","2011","all",0.519427891176214,"all"
"OR","2011","all",0.510222090298526,"all"
"PA","2011","all",0.499916902881781,"all"
"RI","2011","all",0.478656905621387,"all"
"SC","2011","all",0.480361008168871,"all"
"SD","2011","all",0.489360219374572,"all"
"TN","2011","all",0.502611916695335,"all"
"TX","2011","all",0.507887148054286,"all"
"UT","2011","all",0.512485142890252,"all"
"VT","2011","all",0.488994170656982,"all"
"VA","2011","all",0.486560305310433,"all"
"WA","2011","all",0.504647967116413,"all"
"WV","2011","all",0.538986789174032,"all"
"WI","2011","all",0.502420636611003,"all"
"WY","2011","all",0.519251835826805,"all"
"all","2011","all",0.49273267785482,"all"
"AL","2012","all",0.432404974256901,"all"
"AK","2012","all",0.44190878438919,"all"
"AZ","2012","all",0.442558758834774,"all"
"AR","2012","all",0.456369692331232,"all"
"CA","2012","all",0.433213087751082,"all"
"CO","2012","all",0.438358449418448,"all"
"CT","2012","all",0.411638142940204,"all"
"DE","2012","all",0.437663615585325,"all"
"DC","2012","all",0.372871249607421,"all"
"FL","2012","all",0.447311011800189,"all"
"GA","2012","all",0.423736146782189,"all"
"HI","2012","all",0.430599933548265,"all"
"ID","2012","all",0.453756473619906,"all"
"IL","2012","all",0.425550895174967,"all"
"IN","2012","all",0.440246776211816,"all"
"IA","2012","all",0.424866995390742,"all"
"KS","2012","all",0.418968504937186,"all"
"KY","2012","all",0.462371970327596,"all"
"LA","2012","all",0.42785305501886,"all"
"ME","2012","all",0.432807138603059,"all"
"MD","2012","all",0.417942726156929,"all"
"MA","2012","all",0.411494728649957,"all"
"MI","2012","all",0.43363891043981,"all"
"MN","2012","all",0.417861257601944,"all"
"MS","2012","all",0.419420623886042,"all"
"MO","2012","all",0.418615528502833,"all"
"MT","2012","all",0.451836720620533,"all"
"NE","2012","all",0.420381835981204,"all"
"NV","2012","all",0.441381861193615,"all"
"NH","2012","all",0.42584417839931,"all"
"NJ","2012","all",0.425082412296744,"all"
"NM","2012","all",0.442531372534564,"all"
"NY","2012","all",0.421649052263057,"all"
"NC","2012","all",0.436502356085657,"all"
"ND","2012","all",0.422812420565335,"all"
"OH","2012","all",0.43697535171488,"all"
"OK","2012","all",0.459050088208717,"all"
"OR","2012","all",0.44627052372591,"all"
"PA","2012","all",0.440428894533866,"all"
"RI","2012","all",0.417326112158336,"all"
"SC","2012","all",0.431143603600591,"all"
"SD","2012","all",0.424312146222074,"all"
"TN","2012","all",0.446750410724243,"all"
"TX","2012","all",0.450137286913682,"all"
"UT","2012","all",0.447219552096399,"all"
"VT","2012","all",0.426653572998119,"all"
"VA","2012","all",0.432912690146262,"all"
"WA","2012","all",0.441679452222495,"all"
"WV","2012","all",0.476874773908253,"all"
"WI","2012","all",0.440003973617903,"all"
"WY","2012","all",0.454505247014561,"all"
"all","2012","all",0.43490480309992,"all"
"AL","2013","all",0.503818585851718,"all"
"AK","2013","all",0.526452074396977,"all"
"AZ","2013","all",0.527533329364383,"all"
"AR","2013","all",0.534421258645691,"all"
"CA","2013","all",0.515664672353003,"all"
"CO","2013","all",0.523057858281126,"all"
"CT","2013","all",0.49145613596696,"all"
"DE","2013","all",0.511437092038528,"all"
"DC","2013","all",0.430806427077676,"all"
"FL","2013","all",0.525073387950001,"all"
"GA","2013","all",0.491224662981072,"all"
"HI","2013","all",0.511324528752636,"all"
"ID","2013","all",0.541109556930049,"all"
"IL","2013","all",0.503990301395501,"all"
"IN","2013","all",0.52245137320377,"all"
"IA","2013","all",0.511881826845439,"all"
"KS","2013","all",0.502082406400909,"all"
"KY","2013","all",0.544468333983278,"all"
"LA","2013","all",0.495233997473847,"all"
"ME","2013","all",0.520105650155471,"all"
"MD","2013","all",0.485540244142027,"all"
"MA","2013","all",0.493581279319894,"all"
"MI","2013","all",0.512178543735225,"all"
"MN","2013","all",0.501519134463386,"all"
"MS","2013","all",0.482976764746911,"all"
"MO","2013","all",0.49858073338478,"all"
"MT","2013","all",0.538813885209935,"all"
"NE","2013","all",0.504843939756859,"all"
"NV","2013","all",0.52259356764802,"all"
"NH","2013","all",0.513206988304305,"all"
"NJ","2013","all",0.502807070711488,"all"
"NM","2013","all",0.529110106173764,"all"
"NY","2013","all",0.497926010288688,"all"
"NC","2013","all",0.509536227938473,"all"
"ND","2013","all",0.509393043771194,"all"
"OH","2013","all",0.517102910707325,"all"
"OK","2013","all",0.541258414568813,"all"
"OR","2013","all",0.532809273234602,"all"
"PA","2013","all",0.521156209490074,"all"
"RI","2013","all",0.499493517430232,"all"
"SC","2013","all",0.501628057396333,"all"
"SD","2013","all",0.511616211841101,"all"
"TN","2013","all",0.524419987632771,"all"
"TX","2013","all",0.529758954926649,"all"
"UT","2013","all",0.534690887142466,"all"
"VT","2013","all",0.514800167331799,"all"
"VA","2013","all",0.5080943300523,"all"
"WA","2013","all",0.525931870259871,"all"
"WV","2013","all",0.562910603512615,"all"
"WI","2013","all",0.524257532943364,"all"
"WY","2013","all",0.541360316102371,"all"
"all","2013","all",0.514075293474886,"all"
"AL","2014","all",0.4715014722058,"all"
"AK","2014","all",0.489157588906469,"all"
"AZ","2014","all",0.49074957925802,"all"
"AR","2014","all",0.499415489345282,"all"
"CA","2014","all",0.48002375972307,"all"
"CO","2014","all",0.48600157052527,"all"
"CT","2014","all",0.455730448539004,"all"
"DE","2014","all",0.47766967624866,"all"
"DC","2014","all",0.403399193557864,"all"
"FL","2014","all",0.490101450061687,"all"
"GA","2014","all",0.45928393575393,"all"
"HI","2014","all",0.478475052154289,"all"
"ID","2014","all",0.504242016913626,"all"
"IL","2014","all",0.468135232134899,"all"
"IN","2014","all",0.485039447202065,"all"
"IA","2014","all",0.472114471640869,"all"
"KS","2014","all",0.464499027566517,"all"
"KY","2014","all",0.507451461361348,"all"
"LA","2014","all",0.464088515769007,"all"
"ME","2014","all",0.479150896717221,"all"
"MD","2014","all",0.453763304752817,"all"
"MA","2014","all",0.455194427810999,"all"
"MI","2014","all",0.47642073240287,"all"
"MN","2014","all",0.463512555753509,"all"
"MS","2014","all",0.453093220205853,"all"
"MO","2014","all",0.462040233756864,"all"
"MT","2014","all",0.501376442026861,"all"
"NE","2014","all",0.467938551864623,"all"
"NV","2014","all",0.486344974042148,"all"
"NH","2014","all",0.474032635307081,"all"
"NJ","2014","all",0.46769015592763,"all"
"NM","2014","all",0.491440736796449,"all"
"NY","2014","all",0.463194352537051,"all"
"NC","2014","all",0.476055337392897,"all"
"ND","2014","all",0.472828014155077,"all"
"OH","2014","all",0.4805539058731,"all"
"OK","2014","all",0.504985030657524,"all"
"OR","2014","all",0.494314690358659,"all"
"PA","2014","all",0.484692883761521,"all"
"RI","2014","all",0.465063404522283,"all"
"SC","2014","all",0.469370316565499,"all"
"SD","2014","all",0.472374316453953,"all"
"TN","2014","all",0.488864862983877,"all"
"TX","2014","all",0.494567466118526,"all"
"UT","2014","all",0.495981659873176,"all"
"VT","2014","all",0.473968335403958,"all"
"VA","2014","all",0.474038007377016,"all"
"WA","2014","all",0.488643347444668,"all"
"WV","2014","all",0.524214080627579,"all"
"WI","2014","all",0.486379537130341,"all"
"WY","2014","all",0.503337617831888,"all"
"all","2014","all",0.47855288504658,"all"
"AL","all","all",0.512829577397274,"all"
"AK","all","all",0.541441409471036,"all"
"AZ","all","all",0.540812651306803,"all"
"AR","all","all",0.53829859250739,"all"
"CA","all","all",0.527942947894575,"all"
"CO","all","all",0.535310383139219,"all"
"CT","all","all",0.505712047667418,"all"
"DE","all","all",0.529628400018592,"all"
"DC","all","all",0.420832825879773,"all"
"FL","all","all",0.54305154556468,"all"
"GA","all","all",0.510127535766745,"all"
"HI","all","all",0.525978809108329,"all"
"ID","all","all",0.546409946210075,"all"
"IL","all","all",0.51129615374943,"all"
"IN","all","all",0.527289195742681,"all"
"IA","all","all",0.512900052321308,"all"
"KS","all","all",0.506714056396191,"all"
"KY","all","all",0.546967666447659,"all"
"LA","all","all",0.506496244034379,"all"
"ME","all","all",0.524239728487463,"all"
"MD","all","all",0.511442831555341,"all"
"MA","all","all",0.506854810279403,"all"
"MI","all","all",0.519029484998594,"all"
"MN","all","all",0.511589055619226,"all"
"MS","all","all",0.493598483200662,"all"
"MO","all","all",0.502370774883385,"all"
"MT","all","all",0.54218684682561,"all"
"NE","all","all",0.510226325163553,"all"
"NV","all","all",0.541299553786377,"all"
"NH","all","all",0.524427728700608,"all"
"NJ","all","all",0.518025563230139,"all"
"NM","all","all",0.537295015178122,"all"
"NY","all","all",0.510800945253055,"all"
"NC","all","all",0.521053764340463,"all"
"ND","all","all",0.511559247343262,"all"
"OH","all","all",0.522166746570726,"all"
"OK","all","all",0.549086864659069,"all"
"OR","all","all",0.541393676827678,"all"
"PA","all","all",0.527472935175826,"all"
"RI","all","all",0.51021544420605,"all"
"SC","all","all",0.509384633028093,"all"
"SD","all","all",0.511745461236047,"all"
"TN","all","all",0.531710990479926,"all"
"TX","all","all",0.538454366597383,"all"
"UT","all","all",0.543042504070449,"all"
"VT","all","all",0.521813229482666,"all"
"VA","all","all",0.522279260865163,"all"
"WA","all","all",0.537709417948266,"all"
"WV","all","all",0.556917882331981,"all"
"WI","all","all",0.530787535101942,"all"
"WY","all","all",0.547120053802411,"all"
"all","all","all",0.52351554519231,"all"
"AL","1971","1",0.440736708281509,"anxiety"
"AK","1971","1",0.38553061193578,"anxiety"
"AZ","1971","1",0.36186011724276,"anxiety"
"AR","1971","1",0.431820330065779,"anxiety"
"CA","1971","1",0.385800371448651,"anxiety"
"CO","1971","1",0.361857366824683,"anxiety"
"CT","1971","1",0.400310503080651,"anxiety"
"DE","1971","1",0.423934996284738,"anxiety"
"DC","1971","1",0.404607900160097,"anxiety"
"FL","1971","1",0.423145707496224,"anxiety"
"GA","1971","1",0.422157681706023,"anxiety"
"HI","1971","1",0.382429565833822,"anxiety"
"ID","1971","1",0.364525185440846,"anxiety"
"IL","1971","1",0.392386755617764,"anxiety"
"IN","1971","1",0.395459499175773,"anxiety"
"IA","1971","1",0.369714060638268,"anxiety"
"KS","1971","1",0.367976478058397,"anxiety"
"KY","1971","1",0.438553701954652,"anxiety"
"LA","1971","1",0.430653101368626,"anxiety"
"ME","1971","1",0.403290151846182,"anxiety"
"MD","1971","1",0.422053280499592,"anxiety"
"MA","1971","1",0.401929824737458,"anxiety"
"MI","1971","1",0.393932410398909,"anxiety"
"MN","1971","1",0.367339490471867,"anxiety"
"MS","1971","1",0.440220871376438,"anxiety"
"MO","1971","1",0.36678040789458,"anxiety"
"MT","1971","1",0.362703692704138,"anxiety"
"NE","1971","1",0.369158503031422,"anxiety"
"NV","1971","1",0.366243418301906,"anxiety"
"NH","1971","1",0.402193340895653,"anxiety"
"NJ","1971","1",0.407011047157276,"anxiety"
"NM","1971","1",0.361970239364167,"anxiety"
"NY","1971","1",0.406221528095723,"anxiety"
"NC","1971","1",0.42245880113067,"anxiety"
"ND","1971","1",0.36531927284665,"anxiety"
"OH","1971","1",0.395007991887951,"anxiety"
"OK","1971","1",0.431057975860599,"anxiety"
"OR","1971","1",0.387351941583635,"anxiety"
"PA","1971","1",0.410391480531825,"anxiety"
"RI","1971","1",0.401440213784326,"anxiety"
"SC","1971","1",0.421885075459083,"anxiety"
"SD","1971","1",0.366398426046364,"anxiety"
"TN","1971","1",0.439895451089803,"anxiety"
"TX","1971","1",0.428692369360493,"anxiety"
"UT","1971","1",0.36297142978707,"anxiety"
"VT","1971","1",0.401354145704102,"anxiety"
"VA","1971","1",0.420917723163376,"anxiety"
"WA","1971","1",0.387602572595692,"anxiety"
"WV","1971","1",0.425466748618836,"anxiety"
"WI","1971","1",0.393915065424305,"anxiety"
"WY","1971","1",0.363673507593462,"anxiety"
"all","1971","1",0.402223337246567,"anxiety"
"AL","1973","1",0.487365428026331,"anxiety"
"AK","1973","1",0.43074195686212,"anxiety"
"AZ","1973","1",0.406086768308599,"anxiety"
"AR","1973","1",0.478567143359078,"anxiety"
"CA","1973","1",0.430552393650861,"anxiety"
"CO","1973","1",0.405351341610369,"anxiety"
"CT","1973","1",0.445583167939907,"anxiety"
"DE","1973","1",0.47032436962792,"anxiety"
"DC","1973","1",0.447736220096164,"anxiety"
"FL","1973","1",0.469435219353332,"anxiety"
"GA","1973","1",0.468431637764763,"anxiety"
"HI","1973","1",0.427004339352174,"anxiety"
"ID","1973","1",0.408670603871932,"anxiety"
"IL","1973","1",0.437757979762027,"anxiety"
"IN","1973","1",0.441282270962604,"anxiety"
"IA","1973","1",0.414406984512981,"anxiety"
"KS","1973","1",0.412206597332564,"anxiety"
"KY","1973","1",0.485742153211492,"anxiety"
"LA","1973","1",0.477146451745941,"anxiety"
"ME","1973","1",0.449438544144598,"anxiety"
"MD","1973","1",0.467881836705605,"anxiety"
"MA","1973","1",0.447186291571268,"anxiety"
"MI","1973","1",0.439644071967011,"anxiety"
"MN","1973","1",0.411738775691092,"anxiety"
"MS","1973","1",0.48681023314477,"anxiety"
"MO","1973","1",0.411534000867884,"anxiety"
"MT","1973","1",0.407050790164445,"anxiety"
"NE","1973","1",0.41355370756692,"anxiety"
"NV","1973","1",0.410616791085001,"anxiety"
"NH","1973","1",0.447777110719541,"anxiety"
"NJ","1973","1",0.452700724881869,"anxiety"
"NM","1973","1",0.406314356183481,"anxiety"
"NY","1973","1",0.451897298792871,"anxiety"
"NC","1973","1",0.468796518120181,"anxiety"
"ND","1973","1",0.409752133481485,"anxiety"
"OH","1973","1",0.440693900272568,"anxiety"
"OK","1973","1",0.477534034497319,"anxiety"
"OR","1973","1",0.43236701586089,"anxiety"
"PA","1973","1",0.456427093429339,"anxiety"
"RI","1973","1",0.447026183024353,"anxiety"
"SC","1973","1",0.468138326873642,"anxiety"
"SD","1973","1",0.411032381914438,"anxiety"
"TN","1973","1",0.486628601177193,"anxiety"
"TX","1973","1",0.474894482739518,"anxiety"
"UT","1973","1",0.407055307443561,"anxiety"
"VT","1973","1",0.446946861643218,"anxiety"
"VA","1973","1",0.466774091728082,"anxiety"
"WA","1973","1",0.432545501772893,"anxiety"
"WV","1973","1",0.472284000411927,"anxiety"
"WI","1973","1",0.439542819451736,"anxiety"
"WY","1973","1",0.407990672314709,"anxiety"
"all","1973","1",0.447853481927038,"anxiety"
"AL","1974","1",0.485850312081089,"anxiety"
"AK","1974","1",0.429260273049416,"anxiety"
"AZ","1974","1",0.404601599987273,"anxiety"
"AR","1974","1",0.477166277749674,"anxiety"
"CA","1974","1",0.428831253231102,"anxiety"
"CO","1974","1",0.403537963267871,"anxiety"
"CT","1974","1",0.443873677671764,"anxiety"
"DE","1974","1",0.468862946979739,"anxiety"
"DC","1974","1",0.444890618111981,"anxiety"
"FL","1974","1",0.467936716325453,"anxiety"
"GA","1974","1",0.466905937145086,"anxiety"
"HI","1974","1",0.425277494860716,"anxiety"
"ID","1974","1",0.407068486772676,"anxiety"
"IL","1974","1",0.43620172215851,"anxiety"
"IN","1974","1",0.439881907293463,"anxiety"
"IA","1974","1",0.412941803038039,"anxiety"
"KS","1974","1",0.41056283284789,"anxiety"
"KY","1974","1",0.484490335175626,"anxiety"
"LA","1974","1",0.475652548031385,"anxiety"
"ME","1974","1",0.448077237084208,"anxiety"
"MD","1974","1",0.466169896406343,"anxiety"
"MA","1974","1",0.445439290340465,"anxiety"
"MI","1974","1",0.438225530103261,"anxiety"
"MN","1974","1",0.410194211238587,"anxiety"
"MS","1974","1",0.485287191641113,"anxiety"
"MO","1974","1",0.410156330169638,"anxiety"
"MT","1974","1",0.40558092804349,"anxiety"
"NE","1974","1",0.411958830624168,"anxiety"
"NV","1974","1",0.409099809881273,"anxiety"
"NH","1974","1",0.446187931485418,"anxiety"
"NJ","1974","1",0.451094110317727,"anxiety"
"NM","1974","1",0.40486610341544,"anxiety"
"NY","1974","1",0.450284311994429,"anxiety"
"NC","1974","1",0.467289118462324,"anxiety"
"ND","1974","1",0.408248396587022,"anxiety"
"OH","1974","1",0.439244222103759,"anxiety"
"OK","1974","1",0.476030718526694,"anxiety"
"OR","1974","1",0.430748999374253,"anxiety"
"PA","1974","1",0.454926934788834,"anxiety"
"RI","1974","1",0.445419539664892,"anxiety"
"SC","1974","1",0.466600836386671,"anxiety"
"SD","1974","1",0.40960582513934,"anxiety"
"TN","1974","1",0.485166100441051,"anxiety"
"TX","1974","1",0.473288552676352,"anxiety"
"UT","1974","1",0.405479759958022,"anxiety"
"VT","1974","1",0.445369895407018,"anxiety"
"VA","1974","1",0.465085318314517,"anxiety"
"WA","1974","1",0.430888038505097,"anxiety"
"WV","1974","1",0.470963402764817,"anxiety"
"WI","1974","1",0.438084190171455,"anxiety"
"WY","1974","1",0.40648961608361,"anxiety"
"all","1974","1",0.446319089752673,"anxiety"
"AL","1975","1",0.494857853039154,"anxiety"
"AK","1975","1",0.438107651956075,"anxiety"
"AZ","1975","1",0.413293073107638,"anxiety"
"AR","1975","1",0.48627594267809,"anxiety"
"CA","1975","1",0.437446085051507,"anxiety"
"CO","1975","1",0.411904299828768,"anxiety"
"CT","1975","1",0.452563453024585,"anxiety"
"DE","1975","1",0.477881994609127,"anxiety"
"DC","1975","1",0.452367983161654,"anxiety"
"FL","1975","1",0.476927449466337,"anxiety"
"GA","1975","1",0.475871625007805,"anxiety"
"HI","1975","1",0.433860313402854,"anxiety"
"ID","1975","1",0.415670379475592,"anxiety"
"IL","1975","1",0.445012388852357,"anxiety"
"IN","1975","1",0.448871930689044,"anxiety"
"IA","1975","1",0.421708123173155,"anxiety"
"KS","1975","1",0.419133191981233,"anxiety"
"KY","1975","1",0.493755671465333,"anxiety"
"LA","1975","1",0.484663756454343,"anxiety"
"ME","1975","1",0.457140411447562,"anxiety"
"MD","1975","1",0.474932133216827,"anxiety"
"MA","1975","1",0.45409957072097,"anxiety"
"MI","1975","1",0.447185049194987,"anxiety"
"MN","1975","1",0.418860185003117,"anxiety"
"MS","1975","1",0.49428470826959,"anxiety"
"MO","1975","1",0.418989637062347,"anxiety"
"MT","1975","1",0.41428815155264,"anxiety"
"NE","1975","1",0.420590611909266,"anxiety"
"NV","1975","1",0.417802211016944,"anxiety"
"NH","1975","1",0.455021209070261,"anxiety"
"NJ","1975","1",0.459914250558506,"anxiety"
"NM","1975","1",0.413590903345937,"anxiety"
"NY","1975","1",0.459093646400088,"anxiety"
"NC","1975","1",0.476276863372787,"anxiety"
"ND","1975","1",0.416948292480961,"anxiety"
"OH","1975","1",0.448178253917105,"anxiety"
"OK","1975","1",0.485031432502779,"anxiety"
"OR","1975","1",0.439478901983062,"anxiety"
"PA","1975","1",0.463874391485896,"anxiety"
"RI","1975","1",0.45422790510323,"anxiety"
"SC","1975","1",0.475558316575714,"anxiety"
"SD","1975","1",0.418387537498989,"anxiety"
"TN","1975","1",0.494224669295687,"anxiety"
"TX","1975","1",0.482191211448057,"anxiety"
"UT","1975","1",0.414087015444743,"anxiety"
"VT","1975","1",0.454210026171963,"anxiety"
"VA","1975","1",0.473880162384509,"anxiety"
"WA","1975","1",0.439578330976122,"anxiety"
"WV","1975","1",0.480142795957288,"anxiety"
"WI","1975","1",0.447004296712751,"anxiety"
"WY","1975","1",0.415182075753662,"anxiety"
"all","1975","1",0.455181689792613,"anxiety"
"AL","1976","1",0.486119404410807,"anxiety"
"AK","1976","1",0.429542290847804,"anxiety"
"AZ","1976","1",0.404840332927905,"anxiety"
"AR","1976","1",0.477646861097505,"anxiety"
"CA","1976","1",0.428650558033242,"anxiety"
"CO","1976","1",0.403170142130744,"anxiety"
"CT","1976","1",0.443717614267724,"anxiety"
"DE","1976","1",0.469217677609478,"anxiety"
"DC","1976","1",0.442304240214974,"anxiety"
"FL","1976","1",0.468239786682116,"anxiety"
"GA","1976","1",0.467145820410843,"anxiety"
"HI","1976","1",0.425082562733536,"anxiety"
"ID","1976","1",0.407090498432466,"anxiety"
"IL","1976","1",0.436329529239821,"anxiety"
"IN","1976","1",0.440322977936962,"anxiety"
"IA","1976","1",0.41320683745956,"anxiety"
"KS","1976","1",0.410478360899095,"anxiety"
"KY","1976","1",0.485255162341861,"anxiety"
"LA","1976","1",0.475956624518686,"anxiety"
"ME","1976","1",0.448604060487463,"anxiety"
"MD","1976","1",0.466032805940684,"anxiety"
"MA","1976","1",0.445209394831772,"anxiety"
"MI","1976","1",0.438627457395623,"anxiety"
"MN","1976","1",0.410304548982577,"anxiety"
"MS","1976","1",0.485541594242084,"anxiety"
"MO","1976","1",0.410584194017493,"anxiety"
"MT","1976","1",0.405826876594235,"anxiety"
"NE","1976","1",0.411973832687263,"anxiety"
"NV","1976","1",0.409298806865031,"anxiety"
"NH","1976","1",0.446295169439814,"anxiety"
"NJ","1976","1",0.451143855033778,"anxiety"
"NM","1976","1",0.405158641914806,"anxiety"
"NY","1976","1",0.450309000088492,"anxiety"
"NC","1976","1",0.467564031841855,"anxiety"
"ND","1976","1",0.408433383539933,"anxiety"
"OH","1976","1",0.43958651974973,"anxiety"
"OK","1976","1",0.476315159626672,"anxiety"
"OR","1976","1",0.430779346364116,"anxiety"
"PA","1976","1",0.455191441083297,"anxiety"
"RI","1976","1",0.445463474261858,"anxiety"
"SC","1976","1",0.466822287858302,"anxiety"
"SD","1976","1",0.409938237183324,"anxiety"
"TN","1976","1",0.485534500099083,"anxiety"
"TX","1976","1",0.473391587619312,"anxiety"
"UT","1976","1",0.405544704436487,"anxiety"
"VT","1976","1",0.445492450110435,"anxiety"
"VA","1976","1",0.465013486296449,"anxiety"
"WA","1976","1",0.430839359902206,"anxiety"
"WV","1976","1",0.471592563592868,"anxiety"
"WI","1976","1",0.438410427326958,"anxiety"
"WY","1976","1",0.406697399628463,"anxiety"
"all","1976","1",0.446508196143909,"anxiety"
"AL","1977","1",0.530815037081079,"anxiety"
"AK","1977","1",0.473783946676857,"anxiety"
"AZ","1977","1",0.448553539593719,"anxiety"
"AR","1977","1",0.522468196394752,"anxiety"
"CA","1977","1",0.472672276470708,"anxiety"
"CO","1977","1",0.446524831311098,"anxiety"
"CT","1977","1",0.487942566387628,"anxiety"
"DE","1977","1",0.513899746736501,"anxiety"
"DC","1977","1",0.485096748248239,"anxiety"
"FL","1977","1",0.512913832106277,"anxiety"
"GA","1977","1",0.511814188756041,"anxiety"
"HI","1977","1",0.468998503565666,"anxiety"
"ID","1977","1",0.450780844821253,"anxiety"
"IL","1977","1",0.480626537993456,"anxiety"
"IN","1977","1",0.484864647218795,"anxiety"
"IA","1977","1",0.457154126399814,"anxiety"
"KS","1977","1",0.454165869906987,"anxiety"
"KY","1977","1",0.530214854515417,"anxiety"
"LA","1977","1",0.520663859402962,"anxiety"
"ME","1977","1",0.493282525513356,"anxiety"
"MD","1977","1",0.510442287062968,"anxiety"
